Publication Date	Content
2024110619042	Harris as his running mate, she languished in the role after taking office as the first woman, Black person or person of South Asian descent to serve as vice president. Some Democrats started writing her off when they pondered the party's future after Biden. But Harris found fresh purpose after the U.S. Supreme Court overturned Roe v. Wade in 2022, and she became the White House's leading advocate for abortion rights. Harris also made a more concerted effort to network with local politicians, business leaders and cultural figures, forging connections that could serve her down the road. The moment arrived sooner than she anticipated, and she was catapulted into the presidential race with Biden's departure only a month before the Democratic National Convention. Harris instantly reset the terms of the contest with Trump. She was 18 years younger and a former courtroom prosecutor going up against the first major presidential candidate convicted of crimes. Her candidacy energized Democrats who feared they were destined for defeat with Biden at the top of the ticket. But she also faced steep odds from the beginning. She inherited Biden's political operation with just 107 days until the end of the election, and she faced a restless electorate that was eager for change. Although Harris pitched 'a new way forward,' she struggled to meaningfully differentiate herself from the unpopular sitting president. In addition, she had limited time to introduce herself to skeptical voters, who never cast a ballot for her in a presidential primary. Democrats now face the prospect of picking up the pieces during a second Trump presidency, and it's unclear what role Harris will play in her party's future. 'The work of protecting America from the impacts of a Trump Presidency starts now,' wrote Jen O'Malley Dillon, Harris' campaign chair, in a letter to staff. 'I know the Vice President isn't finished in this fight, and I know the very people on this email are also going to be leaders in this collective mission.' Left: FILE PHOTO: Vice President Kamala Harris in Milwaukee, Wisconsin, Aug. 20, 2024 and former President Donald Trump in Bedminster, New Jersey, Aug. 15, 2024 are seen in a combination of file photographs. Photos by Marco Bello and Jeenah Moon/Reuters By Associated Press By Lori Hinnant, Yehor Konovalov, Associated Press By Tia Goldenberg, Associated Press By Bill Barrow, Associated Press Associated Press Associated Press Support Provided By: Learn more Support PBS News: Subscribe to Here's the Deal, our politics newsletter for analysis you won't find anywhere else. Thank you. Please check your inbox to confirm. Read Nov 06 Here's where Donald Trump stands on key policies ahead of his second administration Read Nov 06 LIVE MAP: Track the path of Hurricane Rafael Read Sep 27 Trump favors huge new tariffs. How do they work? Read Aug 07 24 things Donald Trump is promising to do Watch Mar 27 How a second Trump presidency could impact the LGBTQ+ community World Nov 06 By Kirsten Grieshaber, Associated Press Politics Nov 06 By Will Weissert, Associated Press World Nov 06 Politics Nov 06 By Joey Cappelletti, Associated Press Politics Nov 06 By Eric Tucker, Alanna Durkin Richer, Associated Press Politics Nov 06 By Associated Press World Nov 06 By Fadi Tawil, Associated Press Politics Nov 06 By Associated Press 1996 - 2024 NewsHour Productions LLC. All Rights Reserved. PBS is a 501(c)(3) not-for-profit organization. Sections About Stay Connected Subscribe to Here's the Deal with Lisa Desjardins Thank you. Please check your inbox to confirm. Learn more
2024110619043	about Friends of the News Hour. Support for News Hour Provided By
2024110619061	Kamala Harris called President-elect Donald Trump on Wednesday to concede the election and congratulate him on his victory, according to a senior adviser to the vice president. The aide, who declined to be identified discussing a private conversation, said Harris talked about the need for a peaceful transfer of power. Harris, once viewed as a potential savior for the Democratic Party after Joe Biden 's reelection campaign stalled, is reckoning with a profound rejection by American voters in this year's presidential election. She trailed in every battleground state to Donald Trump, a man she described as an existential danger to the country's foundational institutions. And Trump appeared on track to win the popular vote for the first time in his three campaigns for the White House - even after two impeachments, felony convictions and his attempt to overturn his previous election loss. Harris planned to deliver a concession speech Wednesday at 4 p.m., her office announced. She'll speak at Howard University, her alma mater in Washington, where her supporters watched returns Tuesday night before being sent home after midnight as Trump pulled ahead in battleground states. In a bitter footnote for Harris, as the sitting vice president she is expected to oversee Congress' ceremonial certification of the election. It's the same role that Mike Pence played four years ago, when Trump directed his supporters to march on the U.S. Capitol. Although critics said the violent insurrection crystallized Trump's threat to American democracy, that ultimately did not dissuade voters from electing him again. Harris became the Democratic candidate after Biden, who was already struggling to convince voters that he could serve as president until he was 86 years old, stumbled badly in his June 27 debate with Trump. He dropped out of the race on July 21 and endorsed his vice president, who swiftly unified the Democratic Party around her candidacy. It was a remarkable twist of fate for Harris. Four years earlier, her own presidential campaign flamed out and revealed the political limitations of someone once dubbed 'the female Barack Obama.' Even though Biden chose Harris as his running mate, she languished in the role after taking office as the first woman, Black person or person of South Asian descent to serve as vice president. Some Democrats started writing her off when they pondered the party's future after Biden. But Harris found fresh purpose after the U.S. Supreme Court overturned Roe v. Wade in 2022, and she became the White House's leading advocate for abortion rights. Harris also made a more concerted effort to network with local politicians, business leaders and cultural figures, forging connections that could serve her down the road. The moment arrived sooner than she anticipated, and she was catapulted into the presidential race with Biden's departure only a month before the Democratic National Convention. Harris instantly reset the terms of the contest with Trump. She was 18 years younger and a former courtroom prosecutor going up against the first major presidential candidate convicted of crimes. Her candidacy energized Democrats who feared they were destined for defeat with Biden at the top of the ticket. But she also faced steep odds from the beginning. She inherited Biden's political operation with just 107 days until the end of the election, and she faced a restless electorate that was eager for change. Although Harris pitched 'a new way forward,' she struggled to meaningfully differentiate herself from the unpopular sitting president. In
2024110619062	addition, she had limited time to introduce herself to skeptical voters, who never cast a ballot for her in a presidential primary. Democrats now face the prospect of picking up the pieces during a second Trump presidency, and it's unclear what role Harris will play in her party's future. 2024 Fortune Media IP Limited. All Rights Reserved. Use of this site constitutes acceptance of our Terms of Use and Privacy Policy | CA Notice at Collection and Privacy Notice | Do Not Sell/Share My Personal Information FORTUNE is a trademark of Fortune Media IP Limited, registered in the U.S. and other countries. FORTUNE may receive compensation for some links to products and services on this website. Offers may be subject to change without notice. These cookies are necessary for the website to function and cannot be switched off in our systems. They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms. You can set your browser to block or alert you about these cookies, but some parts of the site will not then work. You may exercise your right to opt out of the sale or sharing of personal information by using this toggle switch. We collect this data for analytics and to personalize your experience, allowing us to show you tailored offers, ads or content. Note that if you opt out, this may affect our ability to personalize ads according to your preferences. You may still see ads, but they may not be personalized to you. These cookies are set by a range of social media services that we have added to the site to enable you to share our content with your friends and networks. They are capable of tracking your browser across other sites and building up a profile of your interests. This may impact the content and messages you see on other websites you visit. If you do not allow these cookies you may not be able to use or see these sharing tools. Cookies of this category may be set on our website and are used to display personalized content to you that is believed to be in line with your interests. They are based on uniquely identifying your browser and internet device. For example, these cookies help us to provide information to you that is especially relevant to you. These cookies allow us to count visits and traffic sources so we can measure and improve the performance of our site. They help us to know which pages are the most and least popular and see how visitors move around the site. If you do not allow these cookies, we will not know when you have visited our site and will not be able to monitor its performance.
2024110622191	Vice President Kamala Harris offered an uplifting, positive charge to her supporters as she conceded the 2024 presidential election, acknowledging the stinging loss while committing to a peaceful transfer of power and vowing to 'fight' in a much different way than a defeated presidential candidate promised four years ago. 'Earlier today, I spoke with President-elect (Donald) Trump and congratulated him on his victory. I also told him that we will help him and his team with their transition and that we will engage in a peaceful transfer of power,' she said in remarks at Howard University, her alma mater, in Washington, DC. In making the remarks, Harris did something her opponent refused to do in the aftermath of the 2020 election: Accept its results. 'A fundamental principle of American democracy is that when we lose an election, we accept the results. . At the same time, in our nation, we owe loyalty not to a president or a party, but to the Constitution of the United States, and loyalty to our conscience and to our God. My allegiance to all three is why I am here to say: While I concede this election, I do not concede the fight that fueled this campaign,' she said. One hundred and eight days after her campaign began, the self-described 'joyful warrior' spoke about her loss in determined terms as she sought to reassure the American people. 'I know folks are feeling and experiencing a range of emotions right now. I get it. But we must accept the results of this election,' she said. Closing a chapter in the history books after a tense campaign, the vice president offered a call to supporters to 'roll up our sleeves' in response to the election results. 'Do not despair. This is not a time to throw up our hands. This is a time to roll up our sleeves. This is a time to organize, to mobilize, and to stay engaged for the sake of freedom and justice and the future that we all know we can build together,' she said in her 12-minute remarks. She vowed to wage that fight 'in the voting booth, in the courts, and in the public square,' as well as in 'quieter ways: By treating one another with kindness and respect . by always using our strength to lift people up.' She also sent messages to her more youthful supporters. 'To the young people who are watching, it is okay to feel sad and disappointed, but please know it's going to be OK. On the campaign, I would often say, 'When we fight, we win.' But here's the thing, here's the thing, sometimes the fight takes a while. That doesn't mean we won't win. That doesn't mean we won't win,' she said. 'The important thing is don't ever give up. Don't ever give up. Don't ever stop trying to make the world a better place,' she continued. 'You have the capacity to do extraordinary good in the world.' With the glass ceiling still intact, Harris did not directly address the nation's failure to reach the historic, barrier-breaking outcome of a female president for the second time, something she largely avoiding highlighting on the campaign trail, rather letting surrogates do the talking for her. But she offered a nod to the moment: 'Don't you ever listen when anyone tells you something is impossible because it has never been done before.' The speech marked a conclusion to a historic and tumultuous election season that included President Joe Biden's decision to step aside following a catastrophic debate performance. His running mate quickly consolidated the party's support, ascending to the top of the Democratic ticket. Harris wore a dark suit late Wednesday afternoon and walked out to Beyonce's up-tempo anthem,
2024110622192	'Freedom,' as she has throughout her time on the campaign trail, pausing for several moments as the crowd applauded her. Her running mate, Minnesota Gov. Tim Walz, could be seen crying, as well as multiple attendees standing in the front row before her. Harris had gathered with close family and aides at the Naval Observatory on Tuesday evening and did not appear at her campaign's watch party at Howard University as thousands of her supporters gathered at her alma mater to watch the results come in. She officially conceded the race earlier Wednesday afternoon, offering her congratulations to Trump in a call that lasted only a few minutes, a person familiar said. Harris, a senior aide said, 'discussed the importance of a peaceful transfer of power and being a president for all Americans.' In a twist of irony, Harris' day job will soon require her to officially certify her own loss. The vice president, as president of the Senate, 'presides over the count and announces the results of the Electoral College vote' on January 6, 2025, according to the National Archives. 2024 Cable News Network. A Warner Bros. Discovery Company. All Rights Reserved. CNN Sans TM & 2016 Cable News Network. For privacy options, please see our privacy policy:https://www.cnn.com/privacy.
2024110623151	Subscribe for full access to The Hollywood Reporter Subscribe for full access to The Hollywood Reporter Harris gave the speech at Howard University on Wednesday after the election was called for Donald Trump. By Mia Galuppo Film Writer On Wednesday at her alma mater, Howard University, Vice President Kamala Harris publicly conceded the 2024 presidential election to Donald Trump, calling for a peaceful transition of power but not relinquishing 'the fight for freedom.' In the audience at Howard were Nancy Pelosi and Harris' running mate, Tim Walz, among other politicians. Harris thanked her husband, Doug Emhoff, as well as President Joe Biden and her campaign staffers, while the crowd chanted her name. 'Now, I know folks are feeling and experiencing a range of emotions right now. I get it. But we must accept the results of this election,' said Harris, after an embattled campaign, adding that she talked to Trump earlier in the day. 'I told him we will help him and his team with their transitions, and we will engage with a peaceful transfer of power. 'While I concede this election, I do not concede the fight that fueled this campaign. The fight for freedom, for opportunity, for fairness and the dignity of all people. A fight for the ideals at the heart of our nation,' Harris continued. 'That is a fight I will never give up.' She added: 'Do not despair. This is not a time to throw up our hands. This is a time to roll up our sleeves. This is a time to organize, to mobilize and to stay engaged for the sake of freedom and justice and the future that we all know we can build together.' The election was awarded to Trump on Wednesday morning after Wisconsin was called in favor of the former president and current president-elect, earning him the 270 electoral votes necessary to regain control of the White House. It is unclear what is next for Harris, who will finish her term as vice president, a role she stepped into after serving as a U.S. senator. Before that, she served as the attorney general of California. Several news pundits called Wednesday's speech her legacy in the making and possibly her last as a public servant. Harris had many supporters in the entertainment industry and, on Wednesday, several took to social media to express their dismay at her loss. Filmmaker Adam McKay offered a scathing critique of the Democratic ticket, writing on social media, 'Who would have guessed lying about Biden's cognitive health for 2 yrs, refusing to do an open convention for a new nominee, never mentioning public healthcare & embracing fracking, the Cheneys & a yr long slaughter of children in Gaza wouldn't be a winning strategy? Anyone with half a brain?' Alternatively, Jeff Bezos offered Trump well wishes, writing, 'Big congratulations to our 45th and now 47th President on an extraordinary political comeback and decisive victory.' Toward the end of her speech, Harris addressed the country's young people saying, 'Please know it is going to be OK. Don't ever give up. Don't ever stop trying to make the world a better place. You have power, and don't you ever listen that something is impossible because it has never been done before.' Sign up for THR news straight to your inbox every day Sign up for THR news straight to your inbox every day Subscribe for full access to The Hollywood Reporter Send us a tip using our anonymous form. These cookies allow us to count visits and traffic sources so we can measure and improve the performance of our site. They help us to know which pages are the most and least popular and see how visitors move around the site.
2024110623152	All information these cookies collect is aggregated and therefore anonymous. If you do not allow these cookies we will not know when you have visited our site, and will not be able to monitor its performance. These cookies may be set through our site by our advertising partners. They may be used by those companies to build a profile of your interests and show you relevant adverts on other sites. They do not store directly personal information, but are based on uniquely identifying your browser and internet device. If you do not allow these cookies, you will experience less targeted advertising. These cookies are necessary for the website to function and cannot be switched off in our systems. They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms. You can set your browser to block or alert you about these cookies, but some parts of the site will not then work. These cookies do not store any personally identifiable information. These cookies enable the website to provide enhanced functionality and personalisation. They may be set by us or by third party providers whose services we have added to our pages. If you do not allow these cookies then some or all of these services may not function properly.
2024110620471	Kamala Harris has been defeated, Donald Trump is headed back to the White House, and the Democrats have begun soul-searching to determine what went so wrong in a landslide that saw the party lose ground with some of its most reliable constituencies. There's plenty of blame to go around. But most of the finger pointing hasn't been aimed at Harris, who ran a truncated campaign that was generally well-regarded before the Election Day drubbing. Instead, some of the sharpest criticism focused on President Joe Biden for moving forward with a catastrophic re-election bid that set the stage for an across-the-board failure. 'The story might have been different if he had made a timely decision to step aside and allowed the party to move on,' says David Axelrod, the strategist behind both of Barack Obama's presidential wins. The frustration with Biden, many Democrats argue, must be extended to those who enabled his bid for a second term, including members of his inner circle who shielded an 81-year-old President in physical decline. 'I don't believe that Joe Biden believed he was diminished,' says John Morgan, a Florida attorney and Biden donor. 'Now who may have known he was diminished were the sycophants around him in the White House.' But as the extent of Harris' loss becomes clearer, the focus on her missteps is likely to grow. Harris didn't just lose swing states. She ceded territory across the nation, including in blue states that Democrats have long taken for granted. In Rhode Island, the party's 27-point advantage under Obama shrunk to 21 points when Biden was the nominee, and shriveled to 9 points with Harris atop the ballot. Read More: How Trump Won. Across the first wave of exit polls were manifold signs of Harris failing to match Democrats' showing four years earlier. Biden carried 57% of women; Harris slipped to 54%. Biden carried 55% of voters who earned less than $50,000; Harris carried 48% of those working-class voters. Biden won the vote of 48% of those without a college degree; Harris claimed 44% of them. Biden won 71% of voters of color; Harris won 65%. Voters split 49%-49% on whether Biden or Trump could be trusted on the economy; Trump held a four-point advantage on the question. A Democratic strategist with deep ties to Biden's orbit says Democrats have long known they were weak with Latino and Black men, making the decision by Harris' team to put so much focus on turning out women with appeals to protect reproductive rights a major misstep. On the question of abortion rights, Latino voters who said abortion should be legal in most cases backed Biden-who struggled to even say abortion-by a 63%-34% margin. Four years later, Harris won by 9 nine percentage points on that question with Latinos. Among Black voters, Biden prevailed over Trump on the question of having abortion legal in most cases by a 94%-6% split. This year, Harris posted a 79%-18% advantage. It was clear, in hindsight, that an issue the party saw as a potent political weapon to turn out women may have also turned off men of color. Read More: What Trump's Win Means For His Legal Cases. While the initial criticisms of Harris were fairly mild, some party strategists saw in her cautious campaign a series of strategic blunders. 'She let the GOP define her,' says one senior Democratic operative. 'She could have left the convention and tried to reach out to voters from across the political spectrum, but she and [running mate Tim] Walz went inexplicably into hiding and didn't do interviews for weeks.' Plenty of other tactical choices drew second-guessing. Maybe
2024110620472	Harris should have been nicer to 'bros.' Maybe she wasted too much money on digital ads. Maybe she should have steered clear of lefty icons like Representative Alexandria Ocasio-Cortez, or distanced herself from her boss more explicitly. Yet many had nothing but praise for Harris' polished run. 'I can't sit here and be like, 'She didn't come to Michigan enough.' She was here almost every day,' says Representative Haley Stevens, who was re-elected to represent her district in the northern Detroit suburbs. 'They didn't take anything in the Blue Wall for granted.' 'I think she ran the best campaign anyone in her position possibly could have. But that doesn't mean she was the right person,' says former Democratic congressman Tom Malinowski of New Jersey. 'In hindsight, I think there is a strong argument for having had an open competitive process in place' to replace Biden on the ticket, Malinowski says. Read More: World Leaders React to Trump's Win. The party's soul-searching is likely to extend to the groups it relies on to turn out the vote. Take, for instance, NextGen America, the party's biggest youth-vote machine, which spent almost $56 million, hired 256 staffers and recruited almost 30,000 volunteers. It was a massive undertaking-and yet Harris won just 55% of voters under the age of 30, lagging Biden's performance by five points. Another group, Swing Left, raised $25 million from Red State Democrats for on-the-brink districts, knocked on almost 350,000 battleground doors in the final weekend, and placed more than a half-million calls in that final push. The celebrity-tinged GOTV machine didn't work. Yet to some observers, focusing on campaign minutia misses the bigger picture-that Harris may have been doomed from the start by forces outside of her control. 'No incumbent party has ever won with a president with a 40% approval rating or under,' says Axelrod. 'No party has won with people's attitudes about the economy what they were.' Harris, Axelrod argues, had the added challenge of running while the country is still suffering from post-pandemic PTSD, which helped Republicans tap into anti-establishment rage. 'These forces were so large that I'm not sure where there are strategic or tactical decisions that could have changed the outcome,' says Axelrod. 'At the end of the day, being the VP of an Administration that people wanted to fire may have been an insurmountable obstacle.' Another Democratic strategist with deep ties to organized labor suggests the stars were aligned for Democrats to fail, even against a candidate as flawed as Trump: 'Maybe this was actually just inevitable as a result of years of economic concerns and inflation-like [what] happened to pretty much every incumbent in the entire world.' Yet even considering world trends and economic cycles, some saw in the verdict an unmistakable sign of misogyny. To this camp, it's hard to ignore that Trump has now won twice against female opponents, while losing to an old white man. Rodell Mollineau, a former senior aide to Democratic Senate Leader Harry Reid, notes that despite his overwhelming victory, Trump was an unpopular candidate himself. 'They picked him over a Black woman,' Mollineau says. 'This is a tough pill to swallow.' It's a point not lost on Biden's shrinking circle of defenders. ''Everyone who destroyed Biden and pushed him out, got the race they demanded,' says a Democratic state committee member in Pennsylvania. 'There was a choice: The only person that ever beat Trump, or a gigantic unknown.' Write to Philip Elliott at philip.elliott@time.com and Charlotte
2024110620473	Alter at charlotte.alter@time.com
2024110622471	Vice President Kamala Harris launched her presidential campaign from a standing start three months ago. And Wednesday afternoon it came to an end, unable to overcome Donald Trump's sweeping wins in former Democratic strongholds. Harris walked out for her final speech of the campaign on the Yard at her alma mater Howard University, in front of a crowd dotted with reddened eyes and cheeks wet with tears. As she had so many times on the campaign trail, Harris entered to the sound of Beyonce's 'Freedom.' This time, the song's lines 'a winner don't quit on themselves' hit differently. As Harris spoke, the crowd's energy was dulled by the stinging loss. 'My heart is full today,' Harris told her supporters, many of whom had been in the same spot in front of Frederick Douglass Memorial Hall the night before hoping for a different outcome. Someone in the crowd shouted, 'We love you!' and Harris replied, 'I love you back!' She went on to say that she is 'full of love for our country and full of resolve.' She said she is 'so proud' of the race she ran 'and the way we ran it.' She had wanted it to be a victory speech, not a concession, but she said she was willing to accept the outcome, and she expected everyone else to as well. Harris drew a contrast to how Trump handled his defeat to Joe Biden in 2020. Trump refused to accept his loss and fomented a violent riot at the Capitol on Jan. 6, 2021 to try to overturn it. 'I know folks are feeling and experiencing a range of emotion right now-I get it,' Harris said with a small smile, alluding to some of the personal toll the campaign's roller coaster has taken. When she mentioned Trump had won the election, boos moved through the crowd. 'We must accept the results,' Harris said. Harris made a point of saying that she and President Joe Biden will engage in a 'peaceful transfer of power,' which she described as an act that 'distinguishes democracy from monarchy or tyranny.' In a pointed critique of Trump's public demands for loyalty from those who work for him, Harris said that Americans 'owe loyalty not to a President or a party, but to the Constitution of the United States.' Harris insisted that while the campaign was over, her work wasn't done. 'While I concede this election, I do not concede the fight that fueled this campaign,' she said. She pledged to keep working to ensure women 'have the freedom to make decisions about their own body' and fight for rule of law and equal justice. She implored Americans to treat 'one another with kindness and respect' and 'use our strength to lift people up.' She wanted kids watching to know that 'it is going to be ok.' She said that her chant on the campaign trail, 'when we fight, we win,' is still true. But, she added, 'sometimes the fight takes a while--that doesn't mean we won't win.' The crowd listened intently but lacked the sparkling energy that had marked many of her rallies during her three-month sprint for the White House. She filled arenas with people chanting 'We're not going back,' and crowds eager to hear her describe how, as an attorney general in California, she'd prosecuted predators, fraudsters and cheaters, as she wound up to her punchline: 'I know Donald Trump's type.' Her central pitch to voters, that she'd 'turn the page' on Trump and work to protect access to abortion and lower costs for middle-class families, didn't break through. Her message was swamped by Trump's inflammatory descriptions of immigrants and murderers and rapists, his attacks on critics as the 'enemy within,' and his insistence that only he could fix the country's high
2024110622472	prices and immigration challenges. In parting, Harris said she wanted to leave the crowd with a reminder of an adage that says 'Only when it is dark enough can you see the stars.' Harris said she knows people feel the country is 'entering a dark time' and she hopes that is not the case. 'If it is, let us fill the sky with the light of a brilliant, brilliant billion of stars.' Contact us at letters@time.com
2024110622411	Menu Giving a concession speech before a crowd of supporters, Vice President Kamala Harris acknowledged the disappointment of losing a presidential election but encouraged supporters to keep hope for their future alive. 'The outcome of this election is not what we wanted, not what we fought for, not what we voted for,' Harris told supporters at her alma mater Howard University on Wednesday. 'But hear me when I say the light of America's promise will always burn bright as long as we never give up and as long as we keep fighting. Harris said she reached out to Trump to congratulate him on his electoral win, while also informing him that 'we will engage in a peaceful transfer of power.' RELATED STORY | Donald Trump projected to win presidential election, beating VP Kamala Harris The message is in stark contrast to how the 2020 presidential election ended. Trump refused to acknowledge his defeat and did not greet Joe Biden before leaving the White House. 'A fundamental principle of American democracy is that when we lose an election, we accept the results,' Harris said. 'That principle as much as any distinguishes democracy from monarchy or tyranny. And anyone who seeks the public trust must honor it.' Harris' presidential campaign came to an end just months after it started. She jumped to the top of the Democratic ticket after President Biden dropped out of the race in July. She had a few short months to reintroduce herself to the public, select a running mate and craft policies she planned to implement if she were to be elected president. RELATED STORY | GOP flips at least 2 seats held by Democrats, will hold Senate majority in 2025 Her campaign appeared to gain momentum from the start, becoming a fundraising juggernaut. It reported raising $1 billion in a few short months. However, money alone wasn't enough to propel Harris to victory. Trump's message about improving the economy and cracking down on illegal immigration appeared to resonate with voters. By early Wednesday morning, it was clear Trump would become the 47th president of the United States. Supporters of the vice president told Scripps News on Wednesday that Harris did everything she could, but didn't have enough time to make her case. Others felt race and misogyny played a role in the vice president's defeat. Harris, meanwhile, did not point any fingers. Instead, she encouraged her supporters to continue fighting for issues that impact their lives. 'America, we will never give up the fight for our democracy, for the rule of law, for equal justice and for the sacred idea that every one of us, no matter who we are or where we start out, has certain fundamental rights and freedoms that must be respected and upheld,' Harris said. About Scripps News
2024110620291	Last night Americans decisively elected Donald Trump as the 47th president of the United States. Unlike in 2016, Democrats don't look like they will have the popular vote/Electoral College split to fall back on as a rationalization. Trump swept all seven battleground states and Republicans took the Senate, leaving Democrats clinging to tenuous hopes of an improbable victory in the House as consolation. Party strategists and elites will spend months, if not years, dissecting this disaster, how it transpired and where to go from here, but in terms of why Kamala Harris lost this election, it really isn't terribly complicated. Voters were miserable and it should not be surprising, despite Trump's unfailingly repugnant antics, that they took that misery out on the sitting vice president of the United States. For two years voters have been telling pollsters that they are angry about the economy and immigration policy. Harris not only failed to offer those voters a compelling vision of change, but she also generally refused to capably defend her administration's own policies. Instead, especially in the campaign's closing days, she doubled down on the democracy rhetoric which, while I happen to think it is perfectly justified, was not resonating with undecided voters. Those undecideds seem once again to have broken for Trump according to exit polls, contrary to the hopeful Democratic narrative that took shape over the final week of the campaign. Whatever you think of his policy agenda, if nothing else it offers a clean break with the Biden-Harris record. And voters picked the clean break. That doesn't necessarily mean that the outcome has been baked in all along. Swapping Harris in for President Joe Biden likely kept down-ballot races from getting out of hand and may preserve Democrats' ability to flip the Senate back in 2026 with a strong performance. But Harris, while she ran a disciplined campaign that made few day-to-day mistakes, was clearly operating with several flawed theories of the electorate. Were these errors the difference makers? We'll truly never know, but it is certainly worth exploring where the candidate and the party went wrong, starting with their appeal to Never Trump Republicans. The first flawed assumption was that there were further inroads to be made with Republicans who are uncomfortable with Trump. As I argued here recently, most of those people have already switched parties and have been Democrats or Democratic-leaning independents for years. Nothing that Trump did over the past six months, as crazy as this seems, is much different from things he did beginning in 2015. If you were going to get off the Trump train, you did so six stops back. Harris was waiting patiently at the station for passengers who had already disembarked. That means that her closing flurry of campaign stops with former Republican Rep. Liz Cheney and indeed the whole 'Republicans for Harris' effort along with the deeply conservative messaging and rhetoric that the campaign adopted beginning at the Democratic National Convention in August, was likely all for nothing. Worse, it may have actively alienated young people and lower-propensity voters who were looking for change. These are groups of voters who are disproportionately dissatisfied with the status quo, and nothing says 'I am the status quo' more than cavorting with a widely disliked Republican congresswoman who is the icon of a long-vanished Republican political coalition that steered the country into several gigantic icebergs in the early 2000s and which no longer has any meaningful
2024110620292	political constituency in America. The second assumption is that Harris could not afford to break decisively with President Biden on anything of substance. Rather than making a meaningful pivot on Israel and Palestine, Harris inexplicably dispatched Rep. Ritchie Torres and former President Bill Clinton to Michigan to appeal to Arabs and Muslims who, unsurprisingly, ended up rejecting her anyway. And instead of acknowledging that the Biden-Harris campaign may have erred in some early administration immigration decisions, she went on The View and said that she couldn't think of anything that she would have done differently. This worked out about as well for her as refusing to disavow George W. Bush's Iraq War did for Republican nominee John McCain in 2008. I will never understand why the campaign calculated that it couldn't do this. Who were they afraid of? Joe Biden? What was he going to do, call her into the Oval Office and slur his way through some sort of admonishment? And if she wasn't going to break with Biden, the least she could have done was try to convince people that the economy is actually good. I know voters tuning in at the last minute aren't known for their understanding of nuance, but if the story is that the administration believes real wages outpaced inflation, and that the U.S. recovery from the pandemic is the best in the world, why not say that over and over? Why not brag about the stock market? Why not open every rally by asking people to take out their phones and load their 401k charts? It certainly worked for Trump. Pinning this entirely on Harris, however, is a mistake. Voters seemed tired of being governed by Democrats and, fairly or unfairly, blamed the party for their sense that the country is on the wrong track. It is not clear to me that any candidate could have successfully navigated through those headwinds, even with a perfect campaign. Democrats will certainly have plenty of time in the wilderness over the next two years to think about how to avoid putting themselves in this position again. David Faris is an associate professor of political science at Roosevelt University and the author of It's Time to Fight Dirty: How Democrats Can Build a Lasting Majority in American Politics. His writing has appeared in The Week, The Washington Post, The New Republic, Washington Monthly and more. You can find him on Twitter @davidmfaris. The views expressed in this article are the writer's own. Newsletters in your inbox See all Company Editions: Contact Terms of Use 2024 NEWSWEEK DIGITAL LLC
2024110623131	Get weekly news and analysis on the U.S. elections and how it matters to the world with the newsletter On the Campaign Trail. Sign up here. Reporting by Nandita Bose, Jarrett Renshaw, Gabriella Borter and Jeff Mason; Editing by Heather Timmons, Mark Bendeich, Deepa Babington, Jonathan Oatis and Daniel Wallis Our Standards: The Thomson Reuters Trust Principles., opens new tab Thomson Reuters Gabriella Borter is a reporter on the U.S. National Affairs team, covering cultural and political issues as well as breaking news. She has won two Front Page Awards from the Newswomen's Club of New York - in 2020 for her beat reporting on healthcare workers during the COVID-19 pandemic, and in 2019 for her spot story on the firing of the police officer who killed Eric Garner. The latter was also a Deadline Club Awards finalist. She holds a B.A. in English from Yale University and joined Reuters in 2017. Thomson Reuters Jeff Mason is a White House Correspondent for Reuters. He has covered the presidencies of Barack Obama, Donald Trump and Joe Biden and the presidential campaigns of Biden, Trump, Obama, Hillary Clinton and John McCain. He served as president of the White House Correspondents' Association in 2016-2017, leading the press corps in advocating for press freedom in the early days of the Trump administration. His and the WHCA's work was recognized with Deutsche Welle's 'Freedom of Speech Award.' Jeff has asked pointed questions of domestic and foreign leaders, including Russian President Vladimir Putin and North Korea's Kim Jong Un. He is a winner of the WHCA's 'Excellence in Presidential News Coverage Under Deadline Pressure' award and co-winner of the Association for Business Journalists' 'Breaking News' award. Jeff began his career in Frankfurt, Germany as a business reporter before being posted to Brussels, Belgium, where he covered the European Union. Jeff appears regularly on television and radio and teaches political journalism at Georgetown University. He is a graduate of Northwestern University's Medill School of Journalism and a former Fulbright scholar. Donald Trump will face far fewer limits on his power when he is sworn in once more as U.S. president in January, with allies in place across Washington to help him achieve his goals. Reuters, the news and media division of Thomson Reuters, is the world's largest multimedia news provider, reaching billions of people worldwide every day. Reuters provides business, financial, national and international news to professionals via desktop terminals, the world's media organizations, industry events and directly to consumers. Build the strongest argument relying on authoritative content, attorney-editor expertise, and industry defining technology. The most comprehensive solution to manage all your complex and ever-expanding tax and compliance needs. The industry leader for online information for tax, accounting and finance professionals. Access unmatched financial data, news and content in a highly-customised workflow experience on desktop, web and mobile. Browse an unrivalled portfolio of real-time and historical market data and insights from worldwide sources and experts. Screen for heightened risk individual and entities globally to help uncover hidden risks in business relationships and human networks. All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays. 2024 Reuters. All rights reserved
